game_key,labels,text,colors,video_data,eng_type,direction,adunit_size_x,adunit_size_y
62b77ea4054dbae7f4fd88d64e271481/1bd05c102a7441d0fcf8,,"Klas,TAP AND,HOLD,TO TEAR OPEN THE GIFT","1,2,3,4,5,6,7,8,9,10",1,,no direction,600.0,500.0
a31ce45ff8c40d3ec62655e0c37c0a42/c9b43982b55950d2e3b9,"Poster,Advertisement,Nature,Landscape,Outdoors,Building,Urban,Vegetation,Plant,Scenery","The Weather,Channel,Flu Insights with Watson,8,UP,SWIPE,to see VOLr loca risk","1,2,3,4,5,6,7,8,9,10",0,swipe,up,600.0,500.0
a31ce45ff8c40d3ec62655e0c37c0a42/27690cc52baacc4c825c,"Poster,Advertisement,Landscape,Outdoors,Nature,Building,Urban,Vegetation,Plant,Scenery","The Weather,Channel,Flu Insights with Watson,8,UP,SWIPE,to see VOLr loca risk","1,2,3,4,5,6,7,8,9,10",0,swipe,up,600.0,500.0
adunit-toms-standingfortomorrow-mob-uk-nl/1e23e096ac980feb61eb,"Human,Person,Face,Apparel,Clothing,Text","TOMS,Stand for Tomorrow,Swipe om goed doel te selecteren,en namens jou,TOMS zal doneren,Helen,Bamber,DE REGENBOOG Foundation,ASHOKA GROEP","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,,
2ab0e70ae07e579a40f4ddc31c66fc0f/b77e339d45f1d6428ea5,"Transportation,Aircraft,Vehicle,Airplane","Amazing Hong Kong,air,deals!,BEST,OF ALL,IT'S IN,HONG","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-harley-davidson-thailand-expo-mpu/3133540ff2ba1c9f36e7,"Motorcycle,Transportation,Vehicle,Apparel,Clothing,Scooter","IwowuSn Harley- Davidson,HARLEY -DAVIDSON","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-harley-davidson-thailand-expo-mpu/25d4b4e1923c93f5426e,"Vehicle,Motorcycle,Transportation,Apparel,Clothing","UalUnue,Iwawusn Harley- -Davidson,HARLEY DAVIDSON","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-harley-davidson-thailand-expo-mpu/48d199978697103c500c,"Motorcycle,Vehicle,Transportation,Clothing,Apparel","IWOWUSO Harley- -Davidson,HARLEY -DAVIDSON","1,2,3,4,5,6,7,8,9,10",0,,,,
9e7a784253745966a44170c4bef2d85b/f028a3ed70d1110784b1,"Juice,Beverage,Drink,Orange Juice","709-00,marmum,Made,love,with,109-0--0,marmum,09-00,marmum,Jlabu LLnC,Orange Juice,FRUIT COCKTAIL,55,Tap to add sweetness,to your day.","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,,
a77024e065ef5395d99419ad5bc7aa82/121a7cc7f56e7d271b1a,Text,LET'S SOLVE IT.,"1,2,3,4,5,6,7,8,9,10",0,,,,
fc8a82e602e5341390f683cdda62fb84/5d07a889a60b93b068ff,"Automobile,Transportation,Car,Vehicle,Advertisement,Human,Person,Poster,Paper,Brochure,Flyer,Machine,Wheel","G,Go UItra Low,ARE ELECTRIC CARS CHEAPER TO,RUN THAN PETROL OR DIESEL?,LHE ETECIKAC CK,THE ELECTRIC CAR,SWIPE LEFT,To electric vehicles,explore","1,2,3,4,5,6,7,8,9,10",1,swipe,left,600.0,900.0
fc8a82e602e5341390f683cdda62fb84/167e25b4245484ec169b,"Transportation,Car,Automobile,Vehicle,Advertisement,Poster,Brochure,Flyer,Paper,Human,Person","G,Go Ultra Low,ARE ELECTRIC CARS CHEAPER TO,RUN THAN PETROL OR DIESEL?,CK,HE ETECKC,THE ELECTRIC CAR,SWIPE LEFT,To explore electric vehicles","1,2,3,4,5,6,7,8,9,10",1,swipe,left,600.0,900.0
fc8a82e602e5341390f683cdda62fb84/1344392af138aa14781a,"Automobile,Car,Vehicle,Transportation,Advertisement,Poster,Brochure,Flyer,Paper,Human,Person,Machine,Wheel,Plant,Grass","G,Go UItra Low,ARE ELECTRIC CARS CHEAPER TO,RUN THAN PETROL OR DIESEL?,HE ETECLKAIC CK,CAR,THE,ELECTRIC,SWIPE LEFT,To explore electric vehicles","1,2,3,4,5,6,7,8,9,10",1,swipe,left,600.0,900.0
adunit-progressive-three-multitap/a38ce2723f73184dbd56,,"TAP THE PINATA,& unleash the,savings","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,,
bjs-wholesale-sensoryplus-fs/a4fc4fc112680e46fe6e,"Text,Hardwood,Wood","You can't say,no to a $35,BJ's gift card.,BI's,Gift Card,BJs,Swipe up for savings,BJ's,Wholesale Club","1,2,3,4,5,6,7,8,9,10",0,swipe,up,600.0,900.0
53b03a72163f14b69f622103dbc0431a/c90aba37606bcf910d6e,"Human,Person,Flyer,Poster,Brochure,Paper,Advertisement","Trip.co O.cOm,br IE t,Trip.comtnteax PRESS HOLD","1,2,3,4,5,6,7,8,9,10",1,tap-and-hold,no direction,600.0,500.0
99fd86ddfeedc63a751e1f922877146b/d4b2884f702a6846e593,"Juice,Beverage,Drink,Orange Juice","marmum 0q-O0,Made with,love,09-01-0,marmum,100010,marm,marmum,ul wAC,JKiLO,aslgaJIsg5,Orange Juice,FRUIT COCKTAIL,MANGO,FM: Tap to add sweetness to your day.","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,,
e331328d71ccd3a6beeb1ea6a1e5462e/ec3dc84e167d8469a711,"Plant,Human,Person,Vegetable,Food,Finger","simple feast,SWIPEA NERAT,For att snabbt fixa valsmakande mat","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,900.0
e331328d71ccd3a6beeb1ea6a1e5462e/78ba6f33b7ac8fff0dbb,"Plant,Person,Human,Vegetable,Food,Finger","simple feast,NERAT,SWVIPEA,For att snabbt fixa valsmakande mat","1,2,3,4,5,6,7,8,9,10",1,,,,
adunit-bmw-responsive-v4/efb70fa8f9a8562e8ca5,,"THE,NEW BMW 3 SERIES.,REMEMBERS YOUR EVERY MOVE.,DRAG TO STEER,THE NEW BMW 3 SERIES,TO THE FINISH LINE.","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,,
adunit-instituto-fortius-test-campaign-tap-user-choice-mpu/5ab29f67119e19d9e227,"Poster,Advertisement","FORTIUS,Clique no exercicio que prepara,melhor para a,atividade fisica,Caminhada,Alongamento,Respiracao","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,,
adunit-acnes-hero-patch-v2-mob/84f7557ccde7e6b33d26,"Person,Human,Face,Lipstick,Cosmetics,Head","Acnes Mentholatum,TAP ON,THE PIMPLES,TO PATCH THEM UPI,START","1,2,3,4,5,6,7,8,9,10",0,tap,up,,
adunit-acnes-hero-patch-v2-mob/b728fa5b9e90802300f6,"Face,Person,Human,Lipstick,Cosmetics,Advertisement,Poster","Acnes Mentholatum,TAP ON,THE PIMPLES,TO PATCH THEM UPI,START","1,2,3,4,5,6,7,8,9,10",0,tap,up,,
46af2095d8f2d97ef16302224dedb0e4/137e1281252d6fc203e6,"Graphics,Art,Diwali,Floral Design,Pattern","Dabur,Chyawanprash,WIPE,THE SCREEN,Discover The Power of,Clinically Tested Double Immunity","1,2,3,4,5,6,7,8,9,10",0,,,,
46af2095d8f2d97ef16302224dedb0e4/18f1abd36f0a8d46c50a,"Graphics,Art,Diwali","Dabur,Chyawanprash,WIPE,THE SCREEN,Discover The Power of,Clinically Tested Double Immunity","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-exxon-corporate2019-eng-mob-v3/83a7ceff1a633a3116ad,"Plant,Garden,Outdoors","Plants capture CO2 naturally.,Swipe right","1,2,3,4,5,6,7,8,9,10",1,swipe,right,,
5d5b1f1fae63334ba8c48feecfd9a533/3f63ed7e22772d579af3,"Person,Human,Advertisement,Poster,Paper,Flyer,Brochure,Clothing,Apparel","NETFLIX,SERIOUSLY,SINGLE,SWIPE RIGHT,TO SEE HOW DINEO AND NONI,EMBRACE SINGLEHOOD!","1,2,3,4,5,6,7,8,9,10",0,swipe,right,,
5d5b1f1fae63334ba8c48feecfd9a533/341d52dd1c6eaf1c7726,"Person,Human,Poster,Advertisement,Apparel,Clothing,Flyer,Paper,Brochure,Robe,Evening Dress,Gown,Fashion","NETFLIX,SERIOUSLY,SINGLE,SWIPE RIGHT,TO SEE HOW DINEO AND NONI,EMBRACE SINGLEHOOD!","1,2,3,4,5,6,7,8,9,10",0,swipe,right,,
5d5b1f1fae63334ba8c48feecfd9a533/5c4e8e2077339ce013d3,"Person,Human,Poster,Advertisement,Clothing,Apparel,Flyer,Brochure,Paper,Evening Dress,Gown,Fashion,Robe","NETFLIX,SERIOUSLY,SINGLE,SWIPE RIGHT,TO SEE HOW DINEO AND NONI,EMBRACE SINGLEHOOD!","1,2,3,4,5,6,7,8,9,10",0,swipe,right,,
1daaf8ea5c1b879c2a41ae00e783078e/7a658ef87d77079fb836,Text,"VC,SWIPE UP,TO OPEN THE LUGGAGE AND,DISCOVER YOUR TRAVEL ESSENTIALS","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
940265e40567ec1b275f4d76a611d5a7/66a4896720bb3950a288,"Vehicle,Car,Automobile,Transportation,Person,Human,Wheel,Machine","NOUVELLE JEEP. QUIKSILVER,RENEGADE,WINTER EDITION,Renegade,GLISSEZ VERS,LE HAUT,JJeep,POUR DE Nor IVEI L FS AVENTURES","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
1b32cf0862c3b7ee386b0ce523bfee9e/bf0bdeea80f590c72e3e,"Human,Person","9-11,TOMORROW NIGHT AFTER PREMIERE THE BEGINS GAME FOX,2,STAR,LONE,SWIPE UP,EOD tur NCWICET CMCDCENCICC","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,500.0
b05d55b5e0fbb0c08d788342794372e4/6d127575584d990c64f2,"Power Drill,Tool","STANLEY.,FATMAX.,LITHILM,PRESS AND HOLD,IT'LL TAKE WHATEVER,YOU THROW AT IT","1,2,3,4,5,6,7,8,9,10",1,tap-and-hold,no direction,600.0,900.0
0a07d52dcaa5c11f36b0bec4c4fbddd7/cff6b4e315bdd22b908f,"Advertisement,Poster,Text","NETFLIX,BLOOD,& WATER,327,826,likes,SWIPE UP,TO MEET THE CHARACTERS","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
0a07d52dcaa5c11f36b0bec4c4fbddd7/a34d26f29e93df8e27e5,"Poster,Advertisement,Text","NETFLIX,BLOOD,& WATER,327,826 likes,SWIPE UP","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
7533ae2cb7d4a8820242ed8b822fcfd6/e7b7a1bc567a4a699f52,"Advertisement,Poster,Human,Person,Flyer,Brochure,Paper","huly,SWIPE,UP,TO START YOUR FREE TRIAL,FOX","1,2,3,4,5,6,7,8,9,10",0,swipe,up,600.0,500.0
adunit-portakabin-mob/eb69a578517d8da1fc37,"Building,Housing,Condo,Office Building","Made by Portakabin,MOVE THE SLIDER,to explore,FROM,OPERATING","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,,
adunit-portakabin-mob/88c221b8a9272eb2a3b7,"Building,Housing,Condo,Office Building","Made by Portakabin,MOVE THE SLIDER,to explore,FROM,OPERATING","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,,
3f78c80a6efade724e00b1e3b1c85a3c/d33e4ec331513fdafab4,"Paper,Bubble,Confetti","Balayez vers le bas,Decouvrez tout ce que fait ExxonMobil,aider a reduire les missions.,pour,Global","1,2,3,4,5,6,7,8,9,10",1,swipe,down,600.0,900.0
adunit-fitbit-versa-lite-and-inspire-series-mob/a1fbaf563bf02ccac7f8,"Wristwatch,Digital Watch","fitbit,FIT EVERYBODY,FOR,A0B,1258,12:58,SWIPE RIGHT,fitbit versa,LITE EDITION,10,<< SWIPE LEFT,47,fitbit,inspire,&,inspire HR","1,2,3,4,5,6,7,8,9,10",1,swipe,right,,
0db82f2a77ac4ae722cc54e8cee5e513/66a85d1ba5bbe0555d23,"Advertisement,Poster,Text","got milk?,Deslizar a la,izquierda,para tomar leche y y,leer historias para dormir","1,2,3,4,5,6,7,8,9,10",0,,,,
04144cfa27dc9c3161ab34ed2a48b254/808c7375969ccb25872e,"Text,Text Message","LUXURY RESERVE,Hello! Thank you for choosing,Luxury Reserve. How I,can help,you with the luxury items you,wish to reserve?,HONG KONG INTERNATIONALAIRPOR,TAP TO SEND THE MESSAGE,Hello! I would like to reserve","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,600.0,500.0
1c98efc1495b023132253f4a9a8fa204/1128f6a258531fd3e87e,"Text,Text Message,Business Card,Paper","1,?","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-instituto-fortius-test-campaign-tap-user-choice-mob/b7d44851bcae8c343f03,"Person,Human","FORTIUS,Qual prepara melhor,exercicio,para a atividade fisica?,Caminhada,Alongamento,Respiracao","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-instituto-fortius-test-campaign-tap-user-choice-mob/3195867f522f16847b6d,"Person,Human,Text","FORTIUS,Clique no exercicio que prepara,melhor para a atividade fisica,Caminhada,Alongamento,Respiracao","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,,
3ba7994ec2ea0b953b57457bd25ac857/f9703efda0630a5eafaf,"Camera Lens,Electronics,Camera","QLEXLS,L/CERTIFIED BY LEXUS,TAP THE SCREEN,to find the nearest Lexus dealership,Nr6074833,1:2,8 -80mm Planar","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,900.0
ae424d308dc6a774b0626e5ea3f43d03/87eeb2476ff2012c7066,,"OREO BIEDO,BSEEJOREO,OREO,...,1997 Nintendo, Creatures. GAME FREAK. TV Tokyo, ShoPro, JR Kikaku.,Pokemon. TM and are trademarks of Nintendo.,For promotional use n Congl Kong only Licensed by Mighty Media Co. Ltd.","1,2,3,4,5,6,7,8,9,10",0,,,,
c4fe09b632510eb0ce84c68cd769d71c/279841ba8c379ac6cd26,Text,"GESER KE ATAS,Untuk mengikuti para,karyawan kami di Indonesia","1,2,3,4,5,6,7,8,9,10",1,,,,
c4fe09b632510eb0ce84c68cd769d71c/31a06eb731b7d1efc03c,Text,"GESER KE ATAS,Untuk mengikuti para,karyawan kami di Indonesia","1,2,3,4,5,6,7,8,9,10",1,,,,
7b7062e1e7b3b798399a6c157b5538f5/36e9937c4f86c54a96c5,"Electronics,Bird,Animal,Fish","PHILIPS,AEYHK?,0:20,PHILIPS","1,2,3,4,5,6,7,8,9,10",1,,,,
7b7062e1e7b3b798399a6c157b5538f5/121b8908d675213a0aed,"Electronics,Bird,Animal,Fish","PHILIPS,OK,AEK?,HKHEKIL,0:20,PHILIPS","1,2,3,4,5,6,7,8,9,10",1,,,,
914d4e6cf658209bbcac2591ee538f05/9dcdff763a574ab93f42,"Astronomy,Outer Space,Space,Universe,Poster,Advertisement,Planet","ExxkonMobil,Tap and hold,To discover unxpected,enerav,for the future","1,2,3,4,5,6,7,8,9,10",1,,no direction,600.0,500.0
adunit-engagementplus-ihop-temp-ver2-fs/267dda0822fdebd9ad85,"Advertisement,Brochure,Poster,Flyer,Paper,Menu,Text","IHOP,ULTIMATE,New,BreakFEASTS"",Dine in or visit IHOP.COM for,FREE Delivery and 20% off your first,online order with,code IHOP2O,Tap to FEAST Now,Limit one per order. Tax and gratuity excluded. Not valid with other coupons,or discounts. No Cash value. Offer expires 14/2020. Account sign up required.","1,2,3,4,5,6,7,8,9,10",0,tap,up,,
3112037414e367d8f75f225259a11d5c/8c5735e9db76af572fe3,Wristwatch,"Van Cleef,& Arpels,Haute Joaillerie. place Vendome since 1906,6 8 10 19 050 40 30,Van Cleef & Aroels,TAP AND LET THE,MAGIC HAPPEN","1,2,3,4,5,6,7,8,9,10",1,tap,up,600.0,900.0
615115ec939632578ade294581e0b39c/d066295f9df09e208ca0,"Person,Human,Advertisement,Poster,Flyer,Brochure,Paper","BECOMING audible,ORIGINAL GEORGE CT,GAME,THRONES,MICHELLE,OBAMA,audible ORIGINAL,TH audible ORIGINAL,CT,VIL,HAS CANADA IS,A,NAME GOTOEN AWESOME,SRICHA,AWESOME,OLY audible,au,DRAG THE,HEADPHONES,TO THE LISTENER,DISCOVER A NEW,WAY TO READ,audible,an amazon","1,2,3,4,5,6,7,8,9,10",0,swipe,no direction,600.0,900.0
ad5654372104286e222617c77bcad5a8/4fa468959bdfcf255538,"Human,Person","DORA,THE LOST CITY,OFGOLD,SWIPE UP","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,900.0
47bf5fef35e4f88c9d2f29d2c5ef4bc3/9395c88380471d812dc5,"Sunglasses,Accessories,Accessory,Glasses","BUSE,STREICHE ZUM","1,2,3,4,5,6,7,8,9,10",1,,,,
adunit-covid-1-bio/a4661bb62165eea3c497,Text,"Would you say,the,pandemic,has,made you shop,online more?,No,Yes,tap to submit YOLR,answer","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,,
3a9208f5502fa4ad01ddf92a77a0e8a3/f0d65d5b9eac77010720,,"HEARTHSTONE,7 Appuyez et maintenez","1,2,3,4,5,6,7,8,9,10",0,tap-and-hold,no direction,600.0,500.0
e9c0ab9ca8f35ce837031c96489cdcaa/9d3fd77ef49c35e9c1f2,"Advertisement,Poster,Text,Brochure,Flyer,Paper","NETFLIX,BLOOD,& WATER,327,826 likes,SWIPE UP,TO MEET THE CHARACTERS","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,500.0
ed92e0ed05eded96cb00f760698fe4d5/2988fc397b583ab4a01d,"Car,Automobile,Vehicle,Transportation,Sports Car,Coupe,Sedan,Bumper","LINCOLN,TAP,To enter the all-new,2020 Lincoln Aviator","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,600.0,900.0
adunit-hersheys-cvs-adunit-bio/7ead4aaa0085463f15f7,"Trademark,Symbol,Logo,Word,Text",Neutral,"1,2,3,4,5,6,7,8,9,10",0,,,,
e5af92eed3790390d55c8e1d44f0751e/8be8ce39d1610941b272,"Wheel,Machine,Tire,Automobile,Vehicle,Car,Transportation,Spoke,Car Wheel,Alloy Wheel",Balayer l'ecran,"1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,600.0,1200.0
3c5828449ad87b05b5dedf0b4787242a/842998ec34f0871bd0bb,"Electronics,Camera Lens,Camera","LEXLIS,L/CERTIFIED BY LEXUS,TAP THE SCREEN,to find the nearest Lexus dealership,Nr6074833,1:2,8 *80mm Planar","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,900.0
adunit-clinique-travelhappy-fr-mob/c1ff6b14a494e3e5c833,Text,"travel,happy,CLINIQUE,Recuperez les Moisture SurgeTh,TM,EN DEPLACANT LA POCHETTE,-","1,2,3,4,5,6,7,8,9,10",0,,,,
c31c9d058f82b7cc829b650982670fde/d50f31a1153785023758,Advertisement,"THE PORT AUTHORITY OF NY & NJ,MANTEN PRESIONADO EL ciRCUlo,para explorar lo que ofrece el nuevo,Mercado de la Estacion de Autobuses GWB,Inauguracion del Mercado en la,Estacion de Autobuses GWB","1,2,3,4,5,6,7,8,9,10",0,,,,
b59de00b12617b134ffd584bd4f56652/daacc2cee9c05a3a71d7,Paper,"Naar beneden swipen,Ontdek wat ExxonMobil nog meer,doet om CO2-uitstoot te verlagen.,Global","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,500.0
adunit-ford-kuga-fr-mob/c4704de6f21e7c3dfd0a,"Advertisement,Poster,Flyer,Brochure,Paper,Car,Automobile,Transportation,Vehicle,Person,Human,Suit,Clothing,Coat,Overcoat,Apparel","PAYEZ VOTRE CABURANT,2X MOINS CHER( (1),AVEC LE,FORD KUGA,SUPERETHANOL-E85,KIUGA,SWIPEZ A DROITE,ET DECOUVREZ TOUS SES AVANTAGES,Ford","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,,
adunit-ford-kuga-fr-mob/9e51543704f74f116ad0,"Advertisement,Poster,Brochure,Flyer,Paper,Automobile,Transportation,Vehicle,Car,Person,Human,Coat,Apparel,Overcoat,Clothing,Suit","PAYEZ VOTRE CABURANT,2X MOINS CHER( (1),AVEC LE,FORD KUGA,SUPERETHANOL-E85,KIUGA,SWIPEZ A DROITE,ET DECOUVREZ TOUS SES AVANTAGES,Ford","1,2,3,4,5,6,7,8,9,10",1,swipe,no direction,,
cb3105506e8584a3fc1b875504ea7a4c/05a34089add9643dadf3,Wristwatch,"Van Cleef & Arpels,TAP TO FEEL THE LOVE","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,500.0
1aa50ae33a3afaf74d2809f0ba91d975/f7c3ed3fe724e2f77c5b,"Leisure Activities,Musical Instrument,Guitar","ExonMobil,Tap and hold,To help Delhi lower its emissions","1,2,3,4,5,6,7,8,9,10",1,,no direction,600.0,900.0
c68e0f3b6bbe4bdfbe5e7c28a23f2d5d/53b95b723a887748d0f2,"Human,Person,Banister,Handrail","THE UNIVERSITY OF HONG KONG,Faculty of Business and Economics HKU MBA,GIOBAL BUsINTSs EGIONAI PERsECV,,DRAG & DROP,THE BOOKS TO REACH ANOTHER,J VCI OE EDLICATION","1,2,3,4,5,6,7,8,9,10",0,swipe,no direction,600.0,900.0
bio-survey-3-answer-bjs-wholesale/086151d021a6242929cd,"Symbol,Trademark,Logo,Word,Text",Unlikely,"1,2,3,4,5,6,7,8,9,10",0,,,,
d6a45b7c222f82578530181b6e38f941/24181c18c5dab40cbec8,"Human,Person,Lighting,Costume,Stage","Knives,AN JOHNSON WHODUNE,SWIPE UP","1,2,3,4,5,6,7,8,9,10",1,swipe,up,600.0,500.0
adunit-rotho-eyedrop-mob/8fab54f51666ffbf0115,"Human,Person,Face,Female","ROHTO,COOLING EYE DROPS,TAP QUICKLY,TO WAKE HER UP","1,2,3,4,5,6,7,8,9,10",1,,up,,
adunit-rotho-eyedrop-mob/af1b0ac9bdbe896a9acf,"Human,Person,Face,Female","ROHTO COOLING EYE,DROPS,TAP QUICKLY,TO WAKE HER UP","1,2,3,4,5,6,7,8,9,10",1,,up,,
13df888e8a70a40f5a6698aff177be1e/95bc4828c5aed96e8f7e,"Light,Flare,Poster,Advertisement,Astronomy","AVENUE,LOUNGE,SCRUB THE SCREEN,to reveal a hidden gem in Singapore","1,2,3,4,5,6,7,8,9,10",0,,,,
af19751d25f565a0628858eb25584dd8/f4f1c224f28dc5ce2054,"Poster,Advertisement,Person,Human,Flyer,Brochure,Paper,Clothing,Apparel","SoFi,Hong Kong,2,F,J","1,2,3,4,5,6,7,8,9,10",0,,,,
Adunit-Yamaha-YZF-R1M-Sensory-fs/46adafc430e6a5d95266,"Vehicle,Transportation,Motorcycle,Machine,Spoke,Motor","YAMAHA,SWIPE RIGHT,Be the first to own the,exclusive 2020 YZF-R1M","1,2,3,4,5,6,7,8,9,10",0,swipe,right,,
adunit-axa-better-life-bio/a7ceee5c3d8d773a9587,Text,"Would you consider choosing,AXA if insurance?,you were to buy,Yes,No,Maybe","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-estee-lauder-double-wear-19-eng-gatwick/93219e65c5ab599ad95a,"Bottle,Cosmetics","ESTEE LAUDER,DOUBLE WEAR,SWIPE LEFT AND RIGHT,to discover your perfect shadE,ESTEF,ESTEF LALDER,Doxble Wear,Doble,ESTEE,LALLDER","1,2,3,4,5,6,7,8,9,10",1,swipe,left,,
33e80aadf3f03718f123b5eac2ec6720/0340bfebe22eb90b40db,"Electronics,Camera,Camera Lens","QDLEXLIS,L/CERTIFIED BY LEXUS,TAP THE SCREEN,to find the nearest Lexus dealership,T,Nr6074833,1:2,8 t80mm Planar","1,2,3,4,5,6,7,8,9,10",1,tap,no direction,600.0,500.0
adunit-seat-seat-leon-sliding-tiles-mob/2dd8b3086f66e15353ab,"Car,Automobile,Transportation,Vehicle,Tire,Wheel,Machine,Spoke,Bumper,Car Wheel,Alloy Wheel,Sports Car,Coupe","T,E,1UT LFE,Glissez","1,2,3,4,5,6,7,8,9,10",0,swipe,no direction,,
adunit-seat-seat-leon-sliding-tiles-mob/30403a076d1e8e501604,"Car,Vehicle,Transportation,Automobile,Tire,Machine,Wheel,Spoke,Bumper,Car Wheel,Alloy Wheel,Sports Car,Coupe","T,E,1U1LFE,Glissez","1,2,3,4,5,6,7,8,9,10",0,swipe,no direction,,
9dbd6ca76e02583f86da6ac480af93f8/382bb4050415097e8b07,"Nature,Outdoors,Advertisement,Poster,Paper,Brochure,Flyer,Bird,Animal","HERMES.,PARIS","1,2,3,4,5,6,7,8,9,10",1,,,,
adunit-naturemade-gummies-physics-mob/9212406f594c5d5f829d,"Advertisement,Poster,Brochure,Paper,Flyer","NatureMade,SWIPE YOUR FINGER,to see what makes,Nature Made Gummies unique,#1,PHARMACIST,RECOMMENDED,VITAMIN AND SUPPLEN RAND","1,2,3,4,5,6,7,8,9,10",0,swipe,up,,
adunit-citibank-premier-miles-travel-audience-mpu/12996a1a5e871914c112,Outdoors,"Swipe Right >>,to see how many miles you,could,earn in your next trip,citi","1,2,3,4,5,6,7,8,9,10",0,swipe,right,,
adunit-dior-rimowa-mpu-v3/cb27559da22026e320c9,"Text,Alphabet","DIOR R,THI DIOR & RIMOWA","1,2,3,4,5,6,7,8,9,10",0,,,,
6befe54086758294b47addf0c12052a7/290d95f58f5b8c42fb6c,Hand,"18:01,Hong,Kong,K O  DI I1 DI","1,2,3,4,5,6,7,8,9,10",0,,,,
20fb3a99f22ff6d0a919ec4357def0ab/aebc0019214164ba3315,Gift,"ESTEE LAUDER,TOCCA QUI,PER SCOPRIRE REGALI","1,2,3,4,5,6,7,8,9,10",0,,,,
f6dd038306b97cc26646ef2e309163d2/c149c586d661eaaec31c,"Drink,Beer,Beverage,Alcohol,Bottle,Beer Bottle,Lager","KIRIN ICHIBAN 100% male first press beer.,APAN'S PRIME,BREW,RIN ICHIBAN,ly the Firat","1,2,3,4,5,6,7,8,9,10",1,tap-and-hold,no direction,600.0,900.0
adunit-winamax-vandals-ma-devise-mob/5714870902e51b692dcc,"Text,Poster,Advertisement,Wall,Alphabet","GROSSE COTE,WINAMAX GROS GAIN,GROS,RESPECT,AGUE,LE MUR","1,2,3,4,5,6,7,8,9,10",0,,,,
873e090b5c475dc968c6b9e3fa8910ca/43b6c3c8b11c2f271b51,"Bottle,Cosmetics,Perfume","Jo MALONE,LONDON,Jo MALONE,LNPON,il,SeENt OF THE,SEASON,COLOGNE","1,2,3,4,5,6,7,8,9,10",1,,,,
d2761760297c71881bc4d1a762bcd4c0/832979797495f4dd8d75,"Paper,Bubble,Confetti","Swipe Down,See what ExxonMobil is doing to,help reduce CO2 emissions.,Global","1,2,3,4,5,6,7,8,9,10",1,swipe,down,600.0,900.0
48f41f95e5515bfd5aec7c23536904b9/05a7d8b84403adbaa722,"Person,Human","Cartier,TAP TO SEE,THE COLLECTION","1,2,3,4,5,6,7,8,9,10",0,tap,no direction,600.0,500.0
adunit-calvin-klein-eternity-bio/080b3a3d2a75e0e4d8d2,Text,"Do you know any of following,men's fragrances?,Mont Blanc Legend,Calvin Klein Eternity,Ralph Lauren Polo","1,2,3,4,5,6,7,8,9,10",0,,,,
adunit-progressive-endframe-temp-ver1-fs/08cb8d90248776b380d7,"Vegetation,Plant,Advertisement,Poster,Text,Flyer,Brochure,Paper,Tree","PROGRESSIVE,SWIPE UP TO,WATAY THE,SAMSGW,T","1,2,3,4,5,6,7,8,9,10",0,swipe,up,,
adunit-puma-mob/dcdd13d3ac6aa64ad841,"Clothing,Apparel,Person,Human,Bird,Animal,Sleeve,Long Sleeve","BNBl,PUMA21","1,2,3,4,5,6,7,8,9,10",0,,,,
7cd23f6189af82bed64eb0fc81644c21/f136854ae2c5acfd7b85,"Coaster,Amusement Park,Roller Coaster",Occan Paik,"1,2,3,4,5,6,7,8,9,10",1,,,,
